9606.ensp00000267163,9606.ensp00000257904
9606.ensp00000265734,9606.ensp00000227507
9606.ensp00000398698,9606.ensp00000356426
9606.ensp00000361540,9606.ensp00000274026
9606.ensp00000373952,9606.ensp00000289081
9606.ensp00000351273,9606.ensp00000347979
9606.ensp00000376943,9606.ensp00000302564
9606.ensp00000241261,9606.ensp00000221132
9606.ensp00000361540,9606.ensp00000300093
9606.ensp00000344456,9606.ensp00000261769
9606.ensp00000266970,9606.ensp00000228872
9606.ensp00000322450,9606.ensp00000252102
9606.ensp00000382004,9606.ensp00000261769
9606.ensp00000451828,9606.ensp00000344220
9606.ensp00000274026,9606.ensp00000257904
9606.ensp00000267163,9606.ensp00000266970
9606.ensp00000378699,9606.ensp00000256442
9606.ensp00000362082,9606.ensp00000257904
9606.ensp00000368458,9606.ensp00000305480
9606.ensp00000252242,9606.ensp00000167586
9606.ensp00000361540,9606.ensp00000287598
9606.ensp00000257904,9606.ensp00000227507
9606.ensp00000324806,9606.ensp00000263826
9606.ensp00000437955,9606.ensp00000256474
9606.ensp00000310520,9606.ensp00000013807
9606.ensp00000274026,9606.ensp00000228872
9606.ensp00000346671,9606.ensp00000261769
9606.ensp00000382004,9606.ensp00000346671
9606.ensp00000262460,9606.ensp00000253462
9606.ensp00000362082,9606.ensp00000228872
9606.ensp00000401303,9606.ensp00000376345
9606.ensp00000351273,9606.ensp00000276431
9606.ensp00000346671,9606.ensp00000344456
9606.ensp00000361540,9606.ensp00000274255
9606.ensp00000351273,9606.ensp00000221132
9606.ensp00000375892,9606.ensp00000344220
9606.ensp00000274026,9606.ensp00000266970
9606.ensp00000362082,9606.ensp00000265734
9606.ensp00000437955,9606.ensp00000355601
9606.ensp00000480987,9606.ensp00000264156
9606.ensp00000373952,9606.ensp00000232424
9606.ensp00000289081,9606.ensp00000232424
9606.ensp00000287598,9606.ensp00000274026
9606.ensp00000429089,9606.ensp00000266970
9606.ensp00000451828,9606.ensp00000324806
9606.ensp00000262643,9606.ensp00000257904
9606.ensp00000262643,9606.ensp00000228872
9606.ensp00000266970,9606.ensp00000262643
9606.ensp00000302486,9606.ensp00000288602
9606.ensp00000276431,9606.ensp00000241261
9606.ensp00000354687,9606.ensp00000322450
9606.ensp00000382004,9606.ensp00000362680
9606.ensp00000367939,9606.ensp00000354554
9606.ensp00000363193,9606.ensp00000357907
9606.ensp00000358327,9606.ensp00000351273
9606.ensp00000364649,9606.ensp00000264932
9606.ensp00000361540,9606.ensp00000256442
9606.ensp00000430684,9606.ensp00000398698
9606.ensp00000351273,9606.ensp00000311032
9606.ensp00000234420,9606.ensp00000233146
9606.ensp00000354687,9606.ensp00000252102
9606.ensp00000383118,9606.ensp00000278568
9606.ensp00000303423,9606.ensp00000246166
9606.ensp00000363817,9606.ensp00000254066
9606.ensp00000300403,9606.ensp00000216911
9606.ensp00000265734,9606.ensp00000262643
9606.ensp00000362082,9606.ensp00000266970
9606.ensp00000349961,9606.ensp00000240423
9606.ensp00000274026,9606.ensp00000265734
9606.ensp00000302564,9606.ensp00000293288
9606.ensp00000365851,9606.ensp00000356480
9606.ensp00000320147,9606.ensp00000316578
9606.ensp00000362680,9606.ensp00000346671
9606.ensp00000269305,9606.ensp00000258149
9606.ensp00000358918,9606.ensp00000228682
9606.ensp00000226574,9606.ensp00000216797
9606.ensp00000384851,9606.ensp00000264867
9606.ensp00000378402,9606.ensp00000264444
9606.ensp00000381333,9606.ensp00000276571
9606.ensp00000407586,9606.ensp00000352121
9606.ensp00000399968,9606.ensp00000287820
9606.ensp00000362649,9606.ensp00000333633
9606.ensp00000431418,9606.ensp00000401303
