1023,0
1024,0
1025,0
1026,0
1027,1
1027,2
1027,3
1027,4
1028,1
1028,2
1028,3
1028,4
1029,5
1029,6
1029,7
1030,5
1030,6
1030,7
1031,5
1031,6
1031,7
1032,5
1032,6
1032,7
1033,5
1033,6
1033,7
1034,8
1034,9
1034,10
1034,11
1034,12
1034,13
1034,14
1034,15
1034,16
1034,17
1034,18
1034,19
1034,20
1034,21
1034,22
1034,23
1034,24
1034,25
1034,26
1034,27
1034,28
1034,29
1034,30
1034,31
1034,32
1035,33
1035,34
1035,35
1036,36
1037,23
1037,7
1037,37
1038,19
1038,20
1038,38
1038,39
1039,19
1039,20
1039,38
1039,39
1040,8
1040,9
1040,28
1040,29
1040,30
1040,40
1040,41
1041,8
1041,9
1041,28
1041,29
1041,30
1041,40
1041,41
1042,8
1042,9
1042,28
1042,29
1042,30
1042,40
1042,41
1043,8
1043,9
1043,28
1043,29
1043,30
1043,40
1043,41
1044,8
1044,9
1044,28
1044,29
1044,30
1044,40
1044,41
1045,8
1045,9
1045,28
1045,29
1045,30
1045,40
1045,41
1046,8
1046,9
1046,28
1046,29
1046,30
1046,40
1046,41
1047,8
1047,9
1047,28
1047,29
1047,30
1047,40
1047,41
1048,42
1048,43
1048,44
1048,45
1048,46
1048,47
1048,48
1049,42
1049,43
1049,44
1049,45
1049,46
1049,47
1049,48
1050,42
1050,43
1050,44
1050,45
1050,46
1050,47
1050,48
1051,42
1051,43
1051,44
1051,45
1051,46
1051,47
1051,48
1052,49
1052,50
1052,51
1052,52
1052,53
1052,13
1052,54
1052,55
1052,56
1052,57
1052,58
1052,59
1052,60
1052,61
1052,62
1052,63
1052,64
1052,65
1052,27
1052,66
1052,67
1052,68
1052,69
1052,70
1052,71
1052,72
1052,73
1053,49
1053,50
1053,51
1053,52
1053,53
1053,13
1053,54
1053,55
1053,56
1053,57
1053,58
1053,59
1053,60
1053,61
1053,62
1053,63
1053,64
1053,65
1053,27
1053,66
1053,67
1053,68
1053,69
1053,70
1053,71
1053,72
1053,73
1054,49
1054,50
1054,51
1054,52
1054,53
1054,13
1054,54
1054,55
1054,56
1054,57
1054,58
1054,59
1054,60
1054,61
1054,62
1054,63
1054,64
1054,65
1054,27
1054,66
1054,67
1054,68
1054,69
1054,70
1054,71
1054,72
1054,73
1055,49
1055,50
1055,51
1055,52
1055,53
1055,13
1055,54
1055,55
1055,56
1055,57
1055,58
1055,59
1055,60
1055,61
1055,62
1055,63
1055,64
1055,65
1055,27
1055,66
1055,67
1055,68
1055,69
1055,70
1055,71
1055,72
1055,73
1056,49
1056,50
1056,51
1056,52
1056,53
1056,13
1056,54
1056,55
1056,56
1056,57
1056,58
1056,59
1056,60
1056,61
1056,62
1056,63
1056,64
1056,65
1056,27
1056,66
1056,67
1056,68
1056,69
1056,70
1056,71
1056,72
1056,73
1057,74
1057,75
1057,76
1057,77
1058,74
1058,75
1058,76
1058,77
1059,74
1059,75
1059,76
1059,77
1060,74
1060,75
1060,76
1060,77
1061,74
1061,75
1061,76
1061,77
1062,74
1062,75
1062,76
1062,77
1063,74
1063,75
1063,76
1063,77
1064,74
1064,75
1064,76
1064,77
1065,74
1065,75
1065,76
1065,77
1066,74
1066,75
1066,76
1066,77
1067,74
1067,75
1067,76
1067,77
1068,74
1068,75
1068,76
1068,77
1069,74
1069,75
1069,76
1069,77
1070,74
1070,75
1070,76
1070,77
1071,74
1071,75
1071,76
1071,77
1072,74
1072,75
1072,76
1072,77
1073,74
1073,75
1073,76
1073,77
1074,74
1074,75
1074,76
1074,77
1075,74
1075,75
1075,76
1075,77
1076,74
1076,75
1076,76
1076,77
1077,74
1077,75
1077,76
1077,77
1078,74
1078,75
1078,76
1078,77
1079,74
1079,75
1079,76
1079,77
1080,78
1080,79
1080,80
1080,81
1080,82
1080,83
1080,47
1080,84
1081,14
1081,15
1081,21
1081,22
1081,25
1081,32
1082,14
1082,15
1082,21
1082,22
1082,25
1082,32
1083,14
1083,15
1083,21
1083,22
1083,25
1083,32
1084,14
1084,15
1084,21
1084,22
1084,25
1084,32
1085,14
1085,15
1085,21
1085,22
1085,25
1085,32
1086,14
1086,15
1086,21
1086,22
1086,25
1086,32
1087,14
1087,15
1087,21
1087,22
1087,25
1087,32
1088,14
1088,15
1088,21
1088,22
1088,25
1088,32
1089,14
1089,15
1089,21
1089,22
1089,25
1089,32
1090,14
1090,15
1090,21
1090,22
1090,25
1090,32
1091,14
1091,15
1091,21
1091,22
1091,25
1091,32
1092,14
1092,15
1092,21
1092,22
1092,25
1092,32
1093,14
1093,15
1093,21
1093,22
1093,25
1093,32
1094,14
1094,15
1094,21
1094,22
1094,25
1094,32
1095,11
1095,24
1095,85
1096,11
1096,24
1096,85
1097,11
1097,24
1097,85
1098,11
1098,24
1098,85
1099,86
1099,87
1100,86
1100,87
1101,86
1101,87
1102,86
1102,87
1103,86
1103,87
1104,86
1104,87
1105,86
1105,87
1106,86
1106,87
1107,86
1107,87
1108,86
1108,87
1109,88
1109,89
1109,90
1109,91
1110,92
1110,10
1110,93
1110,94
1110,95
1110,96
1110,97
1110,98
1110,99
1110,47
1110,100
1110,101
1110,102
1110,103
1110,104
1110,7
1110,105
1111,92
1111,10
1111,93
1111,94
1111,95
1111,96
1111,97
1111,98
1111,99
1111,47
1111,100
1111,101
1111,102
1111,103
1111,104
1111,7
1111,105
1112,92
1112,10
1112,93
1112,94
1112,95
1112,96
1112,97
1112,98
1112,99
1112,47
1112,100
1112,101
1112,102
1112,103
1112,104
1112,7
1112,105
1113,92
1113,10
1113,93
1113,94
1113,95
1113,96
1113,97
1113,98
1113,99
1113,47
1113,100
1113,101
1113,102
1113,103
1113,104
1113,7
1113,105
1114,92
1114,10
1114,93
1114,94
1114,95
1114,96
1114,97
1114,98
1114,99
1114,47
1114,100
1114,101
1114,102
1114,103
1114,104
1114,7
1114,105
1115,92
1115,10
1115,93
1115,94
1115,95
1115,96
1115,97
1115,98
1115,99
1115,47
1115,100
1115,101
1115,102
1115,103
1115,104
1115,7
1115,105
1116,92
1116,10
1116,93
1116,94
1116,95
1116,96
1116,97
1116,98
1116,99
1116,47
1116,100
1116,101
1116,102
1116,103
1116,104
1116,7
1116,105
1117,92
1117,10
1117,93
1117,94
1117,95
1117,96
1117,97
1117,98
1117,99
1117,47
1117,100
1117,101
1117,102
1117,103
1117,104
1117,7
1117,105
1118,92
1118,10
1118,93
1118,94
1118,95
1118,96
1118,97
1118,98
1118,99
1118,47
1118,100
1118,101
1118,102
1118,103
1118,104
1118,7
1118,105
1119,92
1119,10
1119,93
1119,94
1119,95
1119,96
1119,97
1119,98
1119,99
1119,47
1119,100
1119,101
1119,102
1119,103
1119,104
1119,7
1119,105
1120,92
1120,10
1120,93
1120,94
1120,95
1120,96
1120,97
1120,98
1120,99
1120,47
1120,100
1120,101
1120,102
1120,103
1120,104
1120,7
1120,105
1121,92
1121,10
1121,93
1121,94
1121,95
1121,96
1121,97
1121,98
1121,99
1121,47
1121,100
1121,101
1121,102
1121,103
1121,104
1121,7
1121,105
1122,92
1122,10
1122,93
1122,94
1122,95
1122,96
1122,97
1122,98
1122,99
1122,47
1122,100
1122,101
1122,102
1122,103
1122,104
1122,7
1122,105
1123,92
1123,10
1123,93
1123,94
1123,95
1123,96
1123,97
1123,98
1123,99
1123,47
1123,100
1123,101
1123,102
1123,103
1123,104
1123,7
1123,105
1124,92
1124,10
1124,93
1124,94
1124,95
1124,96
1124,97
1124,98
1124,99
1124,47
1124,100
1124,101
1124,102
1124,103
1124,104
1124,7
1124,105
1125,92
1125,10
1125,93
1125,94
1125,95
1125,96
1125,97
1125,98
1125,99
1125,47
1125,100
1125,101
1125,102
1125,103
1125,104
1125,7
1125,105
1126,92
1126,10
1126,93
1126,94
1126,95
1126,96
1126,97
1126,98
1126,99
1126,47
1126,100
1126,101
1126,102
1126,103
1126,104
1126,7
1126,105
1127,92
1127,10
1127,93
1127,94
1127,95
1127,96
1127,97
1127,98
1127,99
1127,47
1127,100
1127,101
1127,102
1127,103
1127,104
1127,7
1127,105
1128,92
1128,10
1128,93
1128,94
1128,95
1128,96
1128,97
1128,98
1128,99
1128,47
1128,100
1128,101
1128,102
1128,103
1128,104
1128,7
1128,105
1129,92
1129,10
1129,93
1129,94
1129,95
1129,96
1129,97
1129,98
1129,99
1129,47
1129,100
1129,101
1129,102
1129,103
1129,104
1129,7
1129,105
1130,106
1130,5
1130,107
1130,108
1130,109
1130,110
1130,111
1130,112
1130,80
1130,113
1130,20
1130,114
1130,115
1130,116
1130,117
1130,118
1130,119
1130,89
1130,120
1130,121
1130,122
1130,123
1130,124
1130,84
1130,125
1131,106
1131,5
1131,107
1131,108
1131,109
1131,110
1131,111
1131,112
1131,80
1131,113
1131,20
1131,114
1131,115
1131,116
1131,117
1131,118
1131,119
1131,89
1131,120
1131,121
1131,122
